order_id,order_date,customer_id,customer_name,city,region,signup_date,product_id,product_name,category,unit_price,quantity,discount,sales,profit
O0041,13-05-2024,C092,Customer 92,Gurugram,North,16-07-2024,P004,Keyboard,Electronics,29436.02,1,0,29436.02,4417.37
O0050,26-02-2025,C010,Customer 10,Jaipur,North,28-01-2023,P004,Keyboard,Electronics,29436.02,2,0.2,47097.63,13810.51
O0091,05-04-2025,C010,Customer 10,Jaipur,North,28-01-2023,P004,Keyboard,Electronics,29436.02,2,0.15,50041.23,15435.14
O0108,07-02-2025,C006,Customer 6,Jaipur,North,08-03-2024,P004,Keyboard,Electronics,29436.02,2,0.1,52984.84,11139.38
O0139,19-12-2025,C096,Customer 96,Chennai,South,07-12-2024,P004,Keyboard,Electronics,29436.02,3,0,88308.06,27737.21
O0160,18-05-2025,C022,Customer 22,Jaipur,North,28-09-2023,P004,Keyboard,Electronics,29436.02,1,0.2,23548.82,1639.07
O0171,26-04-2025,C024,Customer 24,Chennai,South,08-05-2023,P004,Keyboard,Electronics,29436.02,4,0.05,111856.88,28726.12
O0217,09-05-2024,C006,Customer 6,Jaipur,North,08-03-2024,P004,Keyboard,Electronics,29436.02,2,0.05,55928.44,18984.76
O0221,28-09-2024,C020,Customer 20,Noida,North,10-04-2023,P004,Keyboard,Electronics,29436.02,2,0,58872.04,11235.56
O0222,27-10-2025,C084,Customer 84,Delhi,North,25-04-2023,P004,Keyboard,Electronics,29436.02,3,0.1,79477.25,20490.14
O0287,07-04-2025,C020,Customer 20,Noida,North,10-04-2023,P004,Keyboard,Electronics,29436.02,3,0.1,79477.25,18128.75
O0291,30-03-2025,C090,Customer 90,Chennai,South,09-05-2023,P004,Keyboard,Electronics,29436.02,1,0.05,27964.22,7374.74
O0317,01-02-2024,C026,Customer 26,Chennai,South,28-10-2023,P004,Keyboard,Electronics,29436.02,2,0.15,50041.23,12007.47
O0342,13-12-2024,C084,Customer 84,Delhi,North,25-04-2023,P004,Keyboard,Electronics,29436.02,4,0.2,94195.26,13477.68
O0355,28-02-2024,C021,Customer 21,Pune,West,19-12-2023,P004,Keyboard,Electronics,29436.02,3,0.05,83892.66,15568.31
O0364,07-01-2025,C084,Customer 84,Delhi,North,25-04-2023,P004,Keyboard,Electronics,29436.02,5,0.1,132462.09,30855.93
O0372,27-03-2024,C042,Customer 42,Hyderabad,South,17-10-2024,P004,Keyboard,Electronics,29436.02,2,0.1,52984.84,13916.48
O0401,09-02-2024,C006,Customer 6,Jaipur,North,08-03-2024,P004,Keyboard,Electronics,29436.02,3,0.2,70646.45,6627.68
O0409,11-06-2025,C028,Customer 28,Jaipur,North,16-07-2023,P004,Keyboard,Electronics,29436.02,5,0.1,132462.09,7276.22
O0470,21-03-2024,C062,Customer 62,Bengaluru,South,27-11-2024,P004,Keyboard,Electronics,29436.02,3,0.1,79477.25,25311.74
O0499,22-02-2024,C040,Customer 40,Kolkata,East,17-06-2023,P004,Keyboard,Electronics,29436.02,4,0,117744.08,7485.31
O0500,20-07-2025,C076,Customer 76,Chennai,South,19-04-2023,P004,Keyboard,Electronics,29436.02,5,0.1,132462.09,14358.44
O0520,17-11-2024,C085,Customer 85,Pune,West,11-11-2023,P004,Keyboard,Electronics,29436.02,1,0,29436.02,1639.03
O0539,19-08-2024,C095,Customer 95,Noida,North,05-08-2023,P004,Keyboard,Electronics,29436.02,1,0.15,25020.62,8045.51
O0559,03-05-2025,C081,Customer 81,Chennai,South,27-06-2024,P004,Keyboard,Electronics,29436.02,1,0,29436.02,10140.87
O0561,03-12-2024,C016,Customer 16,Noida,North,15-12-2023,P004,Keyboard,Electronics,29436.02,2,0.05,55928.44,15443.35
O0568,12-09-2025,C091,Customer 91,Bengaluru,South,06-11-2024,P004,Keyboard,Electronics,29436.02,4,0,117744.08,21958.52
O0582,06-03-2024,C085,Customer 85,Pune,West,11-11-2023,P004,Keyboard,Electronics,29436.02,1,0.05,27964.22,4288.56
O0636,01-03-2024,C057,Customer 57,Pune,West,13-08-2023,P004,Keyboard,Electronics,29436.02,2,0.1,52984.84,18390.88
O0678,15-04-2024,C097,Customer 97,Kolkata,East,31-12-2024,P004,Keyboard,Electronics,29436.02,5,0.1,132462.09,26986.8
O0686,09-09-2024,C039,Customer 39,Bengaluru,South,30-06-2024,P004,Keyboard,Electronics,29436.02,1,0,29436.02,3694.51
O0690,28-10-2025,C023,Customer 23,Delhi,North,15-04-2024,P004,Keyboard,Electronics,29436.02,4,0,117744.08,21097.96
O0703,04-09-2025,C062,Customer 62,Bengaluru,South,27-11-2024,P004,Keyboard,Electronics,29436.02,4,0,117744.08,21749.69
O0716,25-05-2024,C052,Customer 52,Hyderabad,South,23-05-2023,P004,Keyboard,Electronics,29436.02,1,0,29436.02,8813.01
O0723,04-12-2024,C005,Customer 5,Chennai,South,31-03-2023,P004,Keyboard,Electronics,29436.02,5,0,147180.1,31728.07
O0735,19-11-2025,C094,Customer 94,Chennai,South,13-09-2024,P004,Keyboard,Electronics,29436.02,3,0.1,79477.25,18045.35
O0755,03-02-2024,C052,Customer 52,Hyderabad,South,23-05-2023,P004,Keyboard,Electronics,29436.02,2,0,58872.04,18394.15
O0762,21-06-2024,C027,Customer 27,Jaipur,North,06-01-2024,P004,Keyboard,Electronics,29436.02,5,0,147180.1,33712.68
O0791,17-12-2024,C072,Customer 72,Hyderabad,South,21-03-2024,P004,Keyboard,Electronics,29436.02,4,0,117744.08,6172
O0794,02-11-2024,C018,Customer 18,Kolkata,East,11-12-2023,P004,Keyboard,Electronics,29436.02,1,0,29436.02,4238.95
O0799,10-08-2024,C004,Customer 4,Mumbai,West,23-11-2024,P004,Keyboard,Electronics,29436.02,5,0.15,125103.08,22858.23
O0800,06-05-2024,C060,Customer 60,Delhi,North,23-04-2023,P004,Keyboard,Electronics,29436.02,1,0,29436.02,2708.23
O0810,05-08-2025,C031,Customer 31,Mumbai,West,27-08-2023,P004,Keyboard,Electronics,29436.02,3,0,88308.06,7911.95
O0816,04-07-2025,C084,Customer 84,Delhi,North,25-04-2023,P004,Keyboard,Electronics,29436.02,4,0,117744.08,28513.05
O0817,13-11-2024,C069,Customer 69,Mumbai,West,29-11-2024,P004,Keyboard,Electronics,29436.02,5,0,147180.1,19610.32
O0833,21-08-2024,C073,Customer 73,Bengaluru,South,09-04-2024,P004,Keyboard,Electronics,29436.02,5,0.15,125103.08,33381.69
O0837,02-11-2025,C026,Customer 26,Chennai,South,28-10-2023,P004,Keyboard,Electronics,29436.02,5,0.2,117744.08,38170.78
O0844,31-07-2025,C066,Customer 66,Gurugram,North,25-06-2024,P004,Keyboard,Electronics,29436.02,1,0,29436.02,3243.89
O0845,20-04-2025,C014,Customer 14,Jaipur,North,12-10-2023,P004,Keyboard,Electronics,29436.02,3,0.15,75061.85,17775.79
O0867,01-12-2024,C084,Customer 84,Delhi,North,25-04-2023,P004,Keyboard,Electronics,29436.02,5,0,147180.1,16853.04
O0868,30-12-2024,C052,Customer 52,Hyderabad,South,23-05-2023,P004,Keyboard,Electronics,29436.02,2,0,58872.04,15503.79
O0871,17-07-2025,C088,Customer 88,Mumbai,West,29-03-2023,P004,Keyboard,Electronics,29436.02,4,0.2,94195.26,17488.33
O0926,25-12-2024,C085,Customer 85,Pune,West,11-11-2023,P004,Keyboard,Electronics,29436.02,4,0.05,111856.88,35182.48
O0942,27-01-2024,C046,Customer 46,Pune,West,15-02-2024,P004,Keyboard,Electronics,29436.02,5,0.05,139821.1,15366.68
O0981,20-02-2025,C040,Customer 40,Kolkata,East,17-06-2023,P004,Keyboard,Electronics,29436.02,4,0,117744.08,38152.6
O0982,17-01-2025,C098,Customer 98,Hyderabad,South,13-02-2024,P004,Keyboard,Electronics,29436.02,4,0.2,94195.26,19305.36
O0983,08-03-2024,C094,Customer 94,Chennai,South,13-09-2024,P004,Keyboard,Electronics,29436.02,1,0.1,26492.42,7615.17
O0032,24-03-2025,C090,Customer 90,Chennai,South,09-05-2023,P005,Monitor,Electronics,11544.23,2,0,23088.46,3128.4
O0036,20-07-2025,C012,Customer 12,Chennai,South,05-03-2024,P005,Monitor,Electronics,11544.23,3,0,34632.69,10975.58
O0039,22-02-2024,C005,Customer 5,Chennai,South,31-03-2023,P005,Monitor,Electronics,11544.23,5,0.05,54835.09,6872.83
O0051,06-12-2024,C041,Customer 41,Gurugram,North,24-01-2024,P005,Monitor,Electronics,11544.23,1,0,11544.23,3128.13
O0054,26-04-2025,C068,Customer 68,Delhi,North,27-11-2024,P005,Monitor,Electronics,11544.23,4,0.2,36941.54,2276.24
O0064,13-07-2024,C067,Customer 67,Hyderabad,South,20-07-2024,P005,Monitor,Electronics,11544.23,1,0.05,10967.02,3507.82
O0066,17-11-2025,C098,Customer 98,Hyderabad,South,13-02-2024,P005,Monitor,Electronics,11544.23,5,0.2,46176.92,9768.06
O0080,01-05-2025,C068,Customer 68,Delhi,North,27-11-2024,P005,Monitor,Electronics,11544.23,1,0,11544.23,1425.17
O0089,31-05-2025,C100,Customer 100,Chennai,South,07-04-2024,P005,Monitor,Electronics,11544.23,5,0.2,46176.92,12273
O0112,23-01-2025,C078,Customer 78,Chennai,South,15-09-2024,P005,Monitor,Electronics,11544.23,4,0,46176.92,6984.27
O0123,19-01-2025,C067,Customer 67,Hyderabad,South,20-07-2024,P005,Monitor,Electronics,11544.23,3,0.1,31169.42,7892.23
O0146,17-07-2025,C034,Customer 34,Pune,West,16-06-2023,P005,Monitor,Electronics,11544.23,5,0.1,51949.04,7954.81
O0162,07-11-2024,C035,Customer 35,Pune,West,30-12-2023,P005,Monitor,Electronics,11544.23,2,0,23088.46,6772.83
O0188,07-12-2024,C005,Customer 5,Chennai,South,31-03-2023,P005,Monitor,Electronics,11544.23,1,0.05,10967.02,1693.18
O0191,07-02-2024,C001,Customer 1,Mumbai,West,26-01-2023,P005,Monitor,Electronics,11544.23,4,0.2,36941.54,10275.29
O0194,18-04-2025,C073,Customer 73,Bengaluru,South,09-04-2024,P005,Monitor,Electronics,11544.23,1,0.15,9812.6,3049.86
O0229,27-02-2024,C071,Customer 71,Pune,West,25-04-2023,P005,Monitor,Electronics,11544.23,1,0,11544.23,1700.61
O0271,11-04-2024,C071,Customer 71,Pune,West,25-04-2023,P005,Monitor,Electronics,11544.23,4,0,46176.92,14159.46
O0278,26-08-2024,C097,Customer 97,Kolkata,East,31-12-2024,P005,Monitor,Electronics,11544.23,2,0.1,20779.61,2385.2
O0292,31-05-2024,C030,Customer 30,Kolkata,East,24-10-2023,P005,Monitor,Electronics,11544.23,1,0,11544.23,1692.77
O0293,10-10-2025,C066,Customer 66,Gurugram,North,25-06-2024,P005,Monitor,Electronics,11544.23,1,0,11544.23,1529.67
O0323,10-03-2025,C013,Customer 13,Kolkata,East,04-04-2024,P005,Monitor,Electronics,11544.23,1,0,11544.23,2111.83
O0347,02-11-2025,C073,Customer 73,Bengaluru,South,09-04-2024,P005,Monitor,Electronics,11544.23,2,0,23088.46,5326.96
O0348,05-10-2025,C095,Customer 95,Noida,North,05-08-2023,P005,Monitor,Electronics,11544.23,1,0,11544.23,3871.79
O0387,25-04-2025,C093,Customer 93,Bengaluru,South,29-09-2023,P005,Monitor,Electronics,11544.23,2,0.1,20779.61,2529.93
O0392,15-01-2025,C063,Customer 63,Noida,North,02-09-2024,P005,Monitor,Electronics,11544.23,1,0.15,9812.6,1905.38
O0395,30-05-2024,C029,Customer 29,Mumbai,West,16-02-2023,P005,Monitor,Electronics,11544.23,3,0.05,32901.06,10580.71
O0399,29-01-2024,C024,Customer 24,Chennai,South,08-05-2023,P005,Monitor,Electronics,11544.23,4,0,46176.92,7502.54
O0402,22-05-2024,C055,Customer 55,Jaipur,North,14-03-2024,P005,Monitor,Electronics,11544.23,3,0.2,27706.15,5312.28
O0412,15-11-2025,C059,Customer 59,Gurugram,North,04-04-2023,P005,Monitor,Electronics,11544.23,5,0.05,54835.09,5823.17
O0468,17-06-2024,C052,Customer 52,Hyderabad,South,23-05-2023,P005,Monitor,Electronics,11544.23,1,0.1,10389.81,996.43
O0471,18-07-2025,C098,Customer 98,Hyderabad,South,13-02-2024,P005,Monitor,Electronics,11544.23,3,0,34632.69,8329.76
O0473,21-06-2024,C038,Customer 38,Mumbai,West,15-09-2024,P005,Monitor,Electronics,11544.23,5,0,57721.15,11588.79
O0476,30-01-2024,C058,Customer 58,Bengaluru,South,05-06-2024,P005,Monitor,Electronics,11544.23,5,0,57721.15,17176.13
O0497,20-04-2024,C095,Customer 95,Noida,North,05-08-2023,P005,Monitor,Electronics,11544.23,4,0,46176.92,9743.66
O0515,02-11-2025,C028,Customer 28,Jaipur,North,16-07-2023,P005,Monitor,Electronics,11544.23,1,0.1,10389.81,1998.76
O0523,31-07-2024,C058,Customer 58,Bengaluru,South,05-06-2024,P005,Monitor,Electronics,11544.23,1,0.15,9812.6,897.11
O0536,04-10-2024,C058,Customer 58,Bengaluru,South,05-06-2024,P005,Monitor,Electronics,11544.23,2,0,23088.46,6889.26
O0540,04-12-2024,C054,Customer 54,Chennai,South,27-09-2023,P005,Monitor,Electronics,11544.23,2,0,23088.46,1848.45
O0547,29-06-2024,C089,Customer 89,Gurugram,North,12-03-2023,P005,Monitor,Electronics,11544.23,2,0.05,21934.04,6902.06
O0567,16-05-2024,C007,Customer 7,Delhi,North,31-01-2023,P005,Monitor,Electronics,11544.23,3,0.1,31169.42,3623.59
O0603,19-11-2025,C038,Customer 38,Mumbai,West,15-09-2024,P005,Monitor,Electronics,11544.23,5,0,57721.15,12885.81
O0650,14-12-2025,C060,Customer 60,Delhi,North,23-04-2023,P005,Monitor,Electronics,11544.23,4,0.05,43868.07,9629.07
O0675,11-11-2024,C035,Customer 35,Pune,West,30-12-2023,P005,Monitor,Electronics,11544.23,1,0,11544.23,595.2
O0714,19-12-2024,C059,Customer 59,Gurugram,North,04-04-2023,P005,Monitor,Electronics,11544.23,5,0.15,49062.98,9819.45
O0744,28-01-2025,C039,Customer 39,Bengaluru,South,30-06-2024,P005,Monitor,Electronics,11544.23,4,0,46176.92,5011.98
O0760,30-07-2024,C038,Customer 38,Mumbai,West,15-09-2024,P005,Monitor,Electronics,11544.23,4,0,46176.92,10844.44
O0768,06-02-2025,C010,Customer 10,Jaipur,North,28-01-2023,P005,Monitor,Electronics,11544.23,2,0.2,18470.77,5597.88
O0803,06-09-2025,C020,Customer 20,Noida,North,10-04-2023,P005,Monitor,Electronics,11544.23,1,0,11544.23,2493.77
O0861,21-08-2025,C095,Customer 95,Noida,North,05-08-2023,P005,Monitor,Electronics,11544.23,2,0,23088.46,6556.69
O0876,23-10-2025,C013,Customer 13,Kolkata,East,04-04-2024,P005,Monitor,Electronics,11544.23,1,0,11544.23,1262.07
O0877,05-12-2024,C069,Customer 69,Mumbai,West,29-11-2024,P005,Monitor,Electronics,11544.23,4,0.2,36941.54,3274.4
O0894,03-11-2025,C020,Customer 20,Noida,North,10-04-2023,P005,Monitor,Electronics,11544.23,2,0,23088.46,1848.01
O0897,26-06-2024,C023,Customer 23,Delhi,North,15-04-2024,P005,Monitor,Electronics,11544.23,3,0.2,27706.15,9626.85
O0901,19-05-2025,C081,Customer 81,Chennai,South,27-06-2024,P005,Monitor,Electronics,11544.23,2,0.2,18470.77,6398.31
O0918,18-09-2025,C009,Customer 9,Kolkata,East,01-06-2024,P005,Monitor,Electronics,11544.23,1,0,11544.23,2663.45
O0935,13-04-2024,C076,Customer 76,Chennai,South,19-04-2023,P005,Monitor,Electronics,11544.23,5,0.05,54835.09,5326.19
O0951,08-07-2025,C083,Customer 83,Pune,West,15-05-2024,P005,Monitor,Electronics,11544.23,1,0.15,9812.6,1502.68
O0953,19-06-2025,C069,Customer 69,Mumbai,West,29-11-2024,P005,Monitor,Electronics,11544.23,1,0.2,9235.38,1534.29
O0959,16-07-2024,C062,Customer 62,Bengaluru,South,27-11-2024,P005,Monitor,Electronics,11544.23,2,0,23088.46,7888.16
O0969,19-10-2024,C035,Customer 35,Pune,West,30-12-2023,P005,Monitor,Electronics,11544.23,1,0.1,10389.81,2949.29
O0007,03-07-2025,C054,Customer 54,Chennai,South,27-09-2023,P006,Chair,Furniture,11049.86,1,0,11049.86,1187.61
O0030,02-06-2025,C066,Customer 66,Gurugram,North,25-06-2024,P006,Chair,Furniture,11049.86,1,0,11049.86,2334.73
O0031,11-03-2024,C003,Customer 3,Kolkata,East,23-05-2023,P006,Chair,Furniture,11049.86,3,0,33149.58,10938.63
O0044,13-01-2025,C061,Customer 61,Bengaluru,South,04-10-2024,P006,Chair,Furniture,11049.86,2,0.1,19889.75,1209.46
O0061,28-09-2024,C008,Customer 8,Mumbai,West,12-08-2023,P006,Chair,Furniture,11049.86,3,0,33149.58,7431.37
O0121,27-04-2024,C060,Customer 60,Delhi,North,23-04-2023,P006,Chair,Furniture,11049.86,3,0,33149.58,7683.01
O0155,15-12-2025,C034,Customer 34,Pune,West,16-06-2023,P006,Chair,Furniture,11049.86,1,0,11049.86,2386.85
O0157,18-10-2024,C003,Customer 3,Kolkata,East,23-05-2023,P006,Chair,Furniture,11049.86,1,0.2,8839.89,474.52
O0176,25-10-2025,C049,Customer 49,Pune,West,06-08-2023,P006,Chair,Furniture,11049.86,4,0,44199.44,9430.78
O0183,22-08-2024,C032,Customer 32,Mumbai,West,25-01-2024,P006,Chair,Furniture,11049.86,5,0,55249.3,3191.17
O0204,09-05-2025,C082,Customer 82,Delhi,North,05-09-2024,P006,Chair,Furniture,11049.86,5,0.15,46961.9,6200.26
O0211,06-12-2024,C062,Customer 62,Bengaluru,South,27-11-2024,P006,Chair,Furniture,11049.86,4,0.1,39779.5,7769.03
O0215,23-12-2025,C076,Customer 76,Chennai,South,19-04-2023,P006,Chair,Furniture,11049.86,1,0,11049.86,3021.16
O0234,15-10-2025,C057,Customer 57,Pune,West,13-08-2023,P006,Chair,Furniture,11049.86,5,0,55249.3,6610.94
O0253,29-10-2024,C078,Customer 78,Chennai,South,15-09-2024,P006,Chair,Furniture,11049.86,3,0.2,26519.66,8837.84
O0269,13-10-2024,C069,Customer 69,Mumbai,West,29-11-2024,P006,Chair,Furniture,11049.86,5,0.05,52486.84,17410.72
O0274,03-04-2024,C020,Customer 20,Noida,North,10-04-2023,P006,Chair,Furniture,11049.86,1,0.2,8839.89,2627.72
O0283,31-08-2024,C083,Customer 83,Pune,West,15-05-2024,P006,Chair,Furniture,11049.86,1,0,11049.86,3171.26
O0314,20-12-2025,C055,Customer 55,Jaipur,North,14-03-2024,P006,Chair,Furniture,11049.86,3,0,33149.58,3451.69
O0325,19-12-2024,C075,Customer 75,Chennai,South,02-07-2023,P006,Chair,Furniture,11049.86,2,0.2,17679.78,3601.44
O0326,25-11-2025,C062,Customer 62,Bengaluru,South,27-11-2024,P006,Chair,Furniture,11049.86,4,0,44199.44,5965.77
O0328,05-09-2025,C034,Customer 34,Pune,West,16-06-2023,P006,Chair,Furniture,11049.86,1,0,11049.86,1862.77
O0379,13-04-2024,C070,Customer 70,Chennai,South,01-10-2023,P006,Chair,Furniture,11049.86,1,0,11049.86,3351.74
O0391,13-09-2024,C034,Customer 34,Pune,West,16-06-2023,P006,Chair,Furniture,11049.86,2,0.2,17679.78,4091.08
O0411,03-09-2024,C092,Customer 92,Gurugram,North,16-07-2024,P006,Chair,Furniture,11049.86,4,0,44199.44,10362.24
O0415,26-04-2025,C015,Customer 15,Delhi,North,13-06-2023,P006,Chair,Furniture,11049.86,5,0,55249.3,9234.15
O0427,19-10-2024,C092,Customer 92,Gurugram,North,16-07-2024,P006,Chair,Furniture,11049.86,1,0.2,8839.89,2157.55
O0442,29-08-2024,C059,Customer 59,Gurugram,North,04-04-2023,P006,Chair,Furniture,11049.86,4,0,44199.44,3883.76
O0448,14-06-2025,C075,Customer 75,Chennai,South,02-07-2023,P006,Chair,Furniture,11049.86,1,0.15,9392.38,993.85
O0472,21-09-2025,C058,Customer 58,Bengaluru,South,05-06-2024,P006,Chair,Furniture,11049.86,3,0,33149.58,7873.25
O0479,24-05-2025,C032,Customer 32,Mumbai,West,25-01-2024,P006,Chair,Furniture,11049.86,4,0.1,39779.5,9614.6
O0485,19-12-2024,C046,Customer 46,Pune,West,15-02-2024,P006,Chair,Furniture,11049.86,3,0.2,26519.66,7041.2
O0493,02-04-2024,C077,Customer 77,Hyderabad,South,16-10-2024,P006,Chair,Furniture,11049.86,4,0,44199.44,8805.02
O0519,18-12-2025,C023,Customer 23,Delhi,North,15-04-2024,P006,Chair,Furniture,11049.86,2,0,22099.72,4901.08
O0525,26-06-2024,C060,Customer 60,Delhi,North,23-04-2023,P006,Chair,Furniture,11049.86,5,0.05,52486.84,7564.71
O0535,05-05-2025,C093,Customer 93,Bengaluru,South,29-09-2023,P006,Chair,Furniture,11049.86,3,0.05,31492.1,7771.99
O0538,05-09-2024,C009,Customer 9,Kolkata,East,01-06-2024,P006,Chair,Furniture,11049.86,5,0.15,46961.9,10615.7
O0544,21-10-2024,C007,Customer 7,Delhi,North,31-01-2023,P006,Chair,Furniture,11049.86,4,0.15,37569.52,4126.52
O0548,22-05-2025,C024,Customer 24,Chennai,South,08-05-2023,P006,Chair,Furniture,11049.86,1,0.2,8839.89,1494.81
O0550,09-09-2025,C008,Customer 8,Mumbai,West,12-08-2023,P006,Chair,Furniture,11049.86,1,0,11049.86,1541.65
O0574,02-06-2024,C030,Customer 30,Kolkata,East,24-10-2023,P006,Chair,Furniture,11049.86,5,0,55249.3,12254.87
O0594,10-09-2024,C030,Customer 30,Kolkata,East,24-10-2023,P006,Chair,Furniture,11049.86,5,0.05,52486.84,15589.02
O0609,20-01-2025,C020,Customer 20,Noida,North,10-04-2023,P006,Chair,Furniture,11049.86,4,0.05,41989.47,3979.14
O0610,03-09-2024,C090,Customer 90,Chennai,South,09-05-2023,P006,Chair,Furniture,11049.86,2,0.2,17679.78,3737.13
O0661,31-07-2025,C006,Customer 6,Jaipur,North,08-03-2024,P006,Chair,Furniture,11049.86,4,0,44199.44,6178.33
O0693,10-10-2025,C074,Customer 74,Delhi,North,27-09-2023,P006,Chair,Furniture,11049.86,3,0,33149.58,8965.71
O0704,02-06-2025,C020,Customer 20,Noida,North,10-04-2023,P006,Chair,Furniture,11049.86,4,0.1,39779.5,6772.12
O0713,26-11-2025,C093,Customer 93,Bengaluru,South,29-09-2023,P006,Chair,Furniture,11049.86,4,0,44199.44,7396.35
O0725,17-10-2025,C038,Customer 38,Mumbai,West,15-09-2024,P006,Chair,Furniture,11049.86,4,0.15,37569.52,3957.41
O0733,22-12-2024,C027,Customer 27,Jaipur,North,06-01-2024,P006,Chair,Furniture,11049.86,5,0.05,52486.84,11867.35
O0743,10-01-2024,C097,Customer 97,Kolkata,East,31-12-2024,P006,Chair,Furniture,11049.86,1,0.2,8839.89,1394.15
O0766,09-05-2024,C056,Customer 56,Jaipur,North,13-02-2024,P006,Chair,Furniture,11049.86,1,0,11049.86,3426.72
O0783,27-10-2025,C077,Customer 77,Hyderabad,South,16-10-2024,P006,Chair,Furniture,11049.86,2,0.15,18784.76,6064.14
O0784,07-10-2024,C044,Customer 44,Pune,West,27-02-2023,P006,Chair,Furniture,11049.86,3,0,33149.58,10353.51
O0788,21-12-2025,C034,Customer 34,Pune,West,16-06-2023,P006,Chair,Furniture,11049.86,2,0.05,20994.73,5178.26
O0813,10-02-2024,C061,Customer 61,Bengaluru,South,04-10-2024,P006,Chair,Furniture,11049.86,1,0,11049.86,1421.63
O0819,11-10-2025,C048,Customer 48,Kolkata,East,03-08-2024,P006,Chair,Furniture,11049.86,5,0,55249.3,9238.76
O0820,01-09-2024,C092,Customer 92,Gurugram,North,16-07-2024,P006,Chair,Furniture,11049.86,1,0,11049.86,2868.57
O0839,08-08-2025,C068,Customer 68,Delhi,North,27-11-2024,P006,Chair,Furniture,11049.86,3,0,33149.58,9871.92
O0862,05-04-2025,C091,Customer 91,Bengaluru,South,06-11-2024,P006,Chair,Furniture,11049.86,1,0,11049.86,902.74
O0873,15-08-2024,C058,Customer 58,Bengaluru,South,05-06-2024,P006,Chair,Furniture,11049.86,1,0,11049.86,756.92
O0893,21-08-2025,C004,Customer 4,Mumbai,West,23-11-2024,P006,Chair,Furniture,11049.86,4,0.1,39779.5,6254.53
O0915,28-10-2024,C021,Customer 21,Pune,West,19-12-2023,P006,Chair,Furniture,11049.86,4,0,44199.44,11942.62
O0916,19-12-2025,C042,Customer 42,Hyderabad,South,17-10-2024,P006,Chair,Furniture,11049.86,2,0,22099.72,5937.07
O0917,04-08-2025,C034,Customer 34,Pune,West,16-06-2023,P006,Chair,Furniture,11049.86,5,0.05,52486.84,16020.41
O0946,08-07-2024,C060,Customer 60,Delhi,North,23-04-2023,P006,Chair,Furniture,11049.86,1,0.15,9392.38,2002.81
O0972,16-02-2025,C018,Customer 18,Kolkata,East,11-12-2023,P006,Chair,Furniture,11049.86,4,0,44199.44,4493.31
O0992,16-06-2024,C012,Customer 12,Chennai,South,05-03-2024,P006,Chair,Furniture,11049.86,5,0.1,49724.37,7703.7
O0006,13-12-2024,C016,Customer 16,Noida,North,15-12-2023,P007,Desk,Furniture,3596.1,1,0,3596.1,614.16
O0011,07-07-2025,C016,Customer 16,Noida,North,15-12-2023,P007,Desk,Furniture,3596.1,1,0,3596.1,883.36
O0012,30-08-2024,C100,Customer 100,Chennai,South,07-04-2024,P007,Desk,Furniture,3596.1,1,0,3596.1,1179.2
O0024,26-09-2025,C005,Customer 5,Chennai,South,31-03-2023,P007,Desk,Furniture,3596.1,2,0.1,6472.98,1478.14
O0028,15-03-2024,C028,Customer 28,Jaipur,North,16-07-2023,P007,Desk,Furniture,3596.1,3,0.05,10248.88,1484.58
O0053,20-04-2024,C032,Customer 32,Mumbai,West,25-01-2024,P007,Desk,Furniture,3596.1,3,0,10788.3,3087.74
O0117,10-09-2024,C091,Customer 91,Bengaluru,South,06-11-2024,P007,Desk,Furniture,3596.1,1,0.2,2876.88,170.62
O0143,05-04-2024,C055,Customer 55,Jaipur,North,14-03-2024,P007,Desk,Furniture,3596.1,4,0.05,13665.18,3933.93
O0159,04-05-2025,C011,Customer 11,Chennai,South,23-07-2023,P007,Desk,Furniture,3596.1,1,0,3596.1,1195.05
O0163,02-03-2025,C029,Customer 29,Mumbai,West,16-02-2023,P007,Desk,Furniture,3596.1,1,0,3596.1,307.59
O0195,05-01-2025,C084,Customer 84,Delhi,North,25-04-2023,P007,Desk,Furniture,3596.1,4,0,14384.4,1528.7
O0206,04-06-2025,C024,Customer 24,Chennai,South,08-05-2023,P007,Desk,Furniture,3596.1,4,0,14384.4,4697.38
O0226,21-10-2024,C037,Customer 37,Hyderabad,South,19-12-2024,P007,Desk,Furniture,3596.1,1,0,3596.1,860.72
O0227,10-04-2024,C084,Customer 84,Delhi,North,25-04-2023,P007,Desk,Furniture,3596.1,2,0.15,6113.37,471.43
O0236,10-06-2024,C046,Customer 46,Pune,West,15-02-2024,P007,Desk,Furniture,3596.1,4,0,14384.4,3643.33
O0268,16-05-2025,C061,Customer 61,Bengaluru,South,04-10-2024,P007,Desk,Furniture,3596.1,4,0.15,12226.74,974.55
O0284,28-09-2024,C005,Customer 5,Chennai,South,31-03-2023,P007,Desk,Furniture,3596.1,5,0,17980.5,984.15
O0306,09-03-2025,C071,Customer 71,Pune,West,25-04-2023,P007,Desk,Furniture,3596.1,3,0.2,8630.64,2154.23
O0310,12-10-2024,C094,Customer 94,Chennai,South,13-09-2024,P007,Desk,Furniture,3596.1,5,0,17980.5,1518.73
O0344,06-06-2025,C024,Customer 24,Chennai,South,08-05-2023,P007,Desk,Furniture,3596.1,5,0.15,15283.42,1286.99
O0345,22-10-2025,C021,Customer 21,Pune,West,19-12-2023,P007,Desk,Furniture,3596.1,2,0.2,5753.76,890.75
